188,63,145
42,37,83
41,83,100
104,139,143
32,156,166
48,118,125
88,177,185
138,188,186
106,102,83
155,141,122
232,72,144
207,107,171
121,1,3
191,100,17
72,113,45
20,55,23
152,242,190
212,166,142
12,37,163
28,179,148
7,169,207
120,219,242
108,177,123
181,147,86
101,90,106
171,160,44
132,50,126
116,61,58
113,115,65
112,159,215
79,157,37
95,109,154
